years_experience,skills_match_score,education_level,resume_length,shortlisted
8,37.5,PhD,754,1
8,61.2,Bachelors,658,0
1,66.1,Bachelors,231,0
1,58.4,Bachelors,556,0
2,37.7,High School,470,0
6,54.2,High School,465,0
10,57.5,Bachelors,581,1
2,43.3,Bachelors,577,0
0,51.8,PhD,456,1
13,85.1,Bachelors,721,1
13,51.4,Masters,757,1
13,100.0,Bachelors,852,1
5,65.9,Bachelors,497,0
2,52.4,PhD,379,0
0,46.6,Masters,398,0
13,77.7,Masters,797,1
15,91.3,Masters,843,1
12,91.3,PhD,722,1
3,64.3,Masters,511,0
12,70.2,Bachelors,625,1
0,52.8,High School,357,0
0,30.1,Masters,229,0
11,65.0,Masters,688,1
1,53.1,Masters,348,0
9,55.4,Bachelors,720,1
7,75.7,PhD,655,1
1,43.2,Masters,422,0
10,100.0,Masters,689,1
1,33.1,High School,264,0
14,100.0,PhD,900,1
10,51.2,Masters,860,0
10,100.0,Masters,700,1
15,100.0,PhD,900,1
9,94.9,PhD,694,1
9,55.0,Bachelors,664,1
7,74.2,PhD,778,1
11,79.4,Masters,863,1
5,61.5,High School,599,0
15,100.0,Bachelors,900,1
11,89.9,Bachelors,692,1
10,78.8,Masters,743,1
3,82.2,Masters,496,1
2,79.2,Bachelors,372,1
0,52.7,Masters,401,0
10,72.3,Masters,723,1
2,97.7,Masters,517,1
11,83.4,PhD,622,1
13,77.6,Masters,857,1
8,71.2,Bachelors,550,1
4,85.4,Masters,287,1
12,99.8,PhD,604,1
5,65.6,Bachelors,460,1
4,82.2,PhD,470,1
0,56.8,High School,385,0
9,73.4,Bachelors,705,1
0,56.7,Masters,321,1
3,69.5,Masters,539,0
15,85.0,Masters,789,1
14,86.6,Bachelors,756,1
2,64.5,Masters,534,1
10,59.5,Masters,878,1
7,63.6,Bachelors,537,1
11,79.4,Masters,703,1
11,100.0,Masters,567,1
6,67.1,Bachelors,471,1
14,89.6,Bachelors,818,1
10,100.0,High School,844,1
14,65.6,Masters,874,1
6,46.5,Bachelors,305,1
14,73.8,Bachelors,742,1
7,66.5,Bachelors,679,1
13,75.5,High School,762,1
9,67.8,Bachelors,656,1
6,51.0,Bachelors,422,0
9,90.1,Bachelors,437,1
1,52.7,Bachelors,395,1
3,88.8,PhD,284,0
14,65.7,High School,770,1
10,100.0,Masters,592,1
5,46.3,Masters,338,0
2,61.3,Bachelors,595,0
14,70.5,Bachelors,868,1
2,69.5,PhD,404,1
14,74.6,Masters,859,1
5,35.3,Bachelors,601,0
0,45.8,Bachelors,486,0
13,100.0,Bachelors,761,1
15,76.2,Masters,841,1
0,72.6,PhD,155,1
4,61.1,High School,513,0
0,50.7,Bachelors,427,0
9,100.0,Bachelors,491,1
7,74.3,PhD,409,1
1,65.8,Masters,514,0
15,92.5,Masters,875,1
5,91.1,Bachelors,526,1
9,56.8,Masters,670,1
9,100.0,Bachelors,673,1
4,95.8,PhD,582,1
9,81.5,Bachelors,457,1
11,92.5,Masters,838,1
11,76.1,Bachelors,470,1
3,69.5,Masters,596,1
0,63.8,Bachelors,240,0
13,65.4,High School,750,1
13,100.0,Bachelors,641,1
2,68.6,Masters,204,0
12,83.6,Bachelors,900,1
11,66.5,Bachelors,702,1
3,81.0,Bachelors,469,1
1,58.8,Bachelors,411,0
11,71.6,Bachelors,653,1
1,43.2,Bachelors,204,0
1,57.1,Bachelors,380,0
10,60.0,Bachelors,719,1
0,66.4,Masters,220,0
9,87.1,Bachelors,700,1
1,57.4,Masters,173,0
5,71.0,Bachelors,467,1
2,87.3,PhD,353,0
9,68.4,High School,649,0
4,67.7,Masters,501,0
0,57.6,Bachelors,269,0
7,60.4,High School,611,1
12,76.2,Bachelors,723,1
3,52.0,Bachelors,616,0
8,79.9,Bachelors,618,1
3,62.4,Bachelors,316,0
13,100.0,PhD,900,1
14,100.0,Bachelors,806,1
14,69.7,Bachelors,722,1
14,76.7,Masters,754,1
1,73.6,Masters,407,0
2,53.2,High School,366,0
4,70.5,Masters,437,1
11,80.8,Bachelors,642,1
9,61.3,Bachelors,623,1
14,93.1,Bachelors,620,1
12,80.7,High School,900,1
12,66.4,Bachelors,450,0
13,81.0,Bachelors,559,1
5,65.9,Bachelors,503,0
6,84.5,Masters,394,1
3,84.8,Masters,210,0
6,73.1,Masters,583,1
14,64.0,Masters,816,1
9,90.1,Masters,572,1
2,98.2,Masters,415,0
6,84.0,Masters,559,1
3,59.4,Bachelors,374,0
12,87.5,Bachelors,900,1
12,93.5,Bachelors,777,1
7,73.2,Bachelors,458,1
8,93.2,Bachelors,662,1
6,52.5,Bachelors,457,1
7,72.9,PhD,717,1
7,78.4,Bachelors,480,1
1,70.0,Bachelors,301,0
8,60.8,High School,472,1
5,64.5,Masters,559,1
10,67.5,Bachelors,531,1
3,52.3,Bachelors,518,0
14,100.0,PhD,857,1
4,68.7,Masters,516,1
9,98.7,Masters,716,1
4,56.6,PhD,302,1
6,67.1,Bachelors,713,1
13,98.3,Masters,788,1
8,78.7,Bachelors,633,1
6,56.8,Masters,479,1
8,86.3,High School,489,1
3,64.9,Bachelors,517,0
9,100.0,Bachelors,460,1
13,77.0,High School,749,1
9,92.9,Bachelors,856,1
3,58.1,Bachelors,401,0
5,67.7,Masters,479,1
7,78.9,Bachelors,422,0
13,58.0,Bachelors,693,1
8,47.0,Masters,557,1
0,51.1,Masters,502,0
0,33.5,High School,225,0
12,47.7,Bachelors,726,1
7,86.4,Masters,589,1
10,61.1,High School,849,0
6,64.3,Bachelors,645,0
8,75.6,Bachelors,518,1
10,92.6,PhD,717,1
2,65.7,Bachelors,220,0
9,78.5,Bachelors,243,1
11,90.3,Masters,411,1
4,58.0,Bachelors,324,0
2,50.8,Bachelors,524,0
14,46.2,High School,736,1
4,82.6,PhD,580,1
9,69.0,Masters,692,1
0,91.0,Masters,555,0
13,90.1,High School,682,1
10,87.3,High School,900,1
3,74.1,Bachelors,537,1
5,75.5,Bachelors,306,1
1,70.4,Masters,360,0
12,93.8,Masters,472,1
6,75.9,Masters,582,0
7,62.3,Bachelors,670,1
0,43.6,Masters,401,0
12,91.6,Masters,845,1
3,82.9,Bachelors,369,0
10,79.4,Masters,542,1
3,65.8,Bachelors,353,0
12,65.5,Masters,646,1
4,66.2,PhD,440,0
13,65.1,Bachelors,771,1
11,62.1,Bachelors,794,1
11,76.5,High School,648,1
3,66.4,Masters,402,0
8,89.1,Masters,589,1
6,76.5,High School,701,0
12,72.1,Masters,634,1
1,34.2,Masters,341,0
0,50.8,PhD,411,0
8,62.8,Bachelors,582,1
0,65.8,Bachelors,334,0
5,80.4,Masters,567,1
15,86.8,Bachelors,900,1
14,100.0,Masters,563,1
14,100.0,Masters,448,1
1,57.7,Bachelors,283,0
15,79.5,High School,817,1
3,46.4,High School,601,0
5,72.3,Bachelors,606,0
4,82.6,Bachelors,399,1
15,83.8,Masters,675,1
10,71.6,Bachelors,609,1
5,59.7,Bachelors,502,1
2,44.2,Bachelors,226,0
4,67.5,Bachelors,472,0
1,57.5,High School,374,0
6,68.9,Bachelors,267,1
2,89.1,Bachelors,435,1
0,59.0,High School,306,0
13,66.8,Bachelors,761,1
7,84.7,Masters,487,1
7,66.4,Bachelors,403,1
2,56.6,Bachelors,428,0
12,86.4,PhD,764,1
6,69.0,Masters,336,0
8,73.0,High School,514,1
7,98.7,High School,876,0
2,59.7,Masters,398,0
14,86.8,Bachelors,849,1
12,80.5,High School,734,1
1,51.8,Bachelors,420,0
12,83.0,PhD,639,1
9,94.2,Masters,618,1
15,79.8,Bachelors,878,1
6,56.2,Bachelors,555,1
6,96.2,Bachelors,749,1
8,55.4,Bachelors,487,1
4,86.3,PhD,526,1
3,56.0,High School,414,0
7,60.8,PhD,515,1
13,77.8,Bachelors,530,1
3,60.1,Bachelors,516,0
15,58.5,High School,788,1
3,73.7,Masters,363,1
11,84.4,Bachelors,768,1
13,82.0,Masters,893,1
11,86.6,Bachelors,748,1
1,62.6,Bachelors,318,0
12,100.0,Masters,758,1
14,64.8,High School,700,1
0,53.1,Bachelors,608,0
3,78.5,Bachelors,367,0
6,77.6,Bachelors,624,1
11,48.7,Masters,785,1
15,62.5,Bachelors,700,1
8,81.0,PhD,550,1
15,100.0,Masters,759,1
8,67.0,Bachelors,526,1
11,84.7,High School,771,1
9,80.5,Masters,485,1
14,97.9,Masters,822,1
0,73.6,Bachelors,311,0
4,87.2,PhD,486,1
6,90.6,PhD,308,1
12,72.3,Bachelors,702,1
6,71.0,Masters,557,1
9,83.3,Bachelors,431,1
15,98.5,Masters,877,1
5,76.4,Bachelors,254,1
15,61.0,Bachelors,852,1
10,99.2,Masters,691,1
9,45.5,High School,497,1
3,56.0,Masters,303,1
2,68.2,Masters,484,1
11,79.1,Bachelors,743,1
12,100.0,Bachelors,843,1
8,59.7,Masters,603,1
14,80.0,Bachelors,870,1
11,53.7,Masters,718,1
12,83.5,Bachelors,722,1
9,76.1,Masters,454,1
3,44.9,Bachelors,376,0
7,86.6,High School,601,1
12,97.7,Bachelors,837,1
0,54.1,High School,491,0
6,86.6,Bachelors,604,1
11,81.9,Masters,583,1
5,73.7,High School,369,0
12,89.9,High School,852,1
11,63.5,Bachelors,557,1
0,67.7,Masters,150,0
14,91.8,Masters,654,1
3,48.1,Bachelors,555,0
11,64.1,Masters,734,1
14,100.0,PhD,900,1
13,79.3,Bachelors,682,1
4,47.3,Masters,656,0
10,86.2,Bachelors,684,1
7,93.0,PhD,504,1
14,67.9,Bachelors,628,1
3,71.0,PhD,375,0
2,84.3,Bachelors,239,0
1,45.8,Bachelors,407,0
3,92.9,Masters,540,1
10,76.4,Masters,648,1
9,78.2,Masters,552,1
13,66.3,Masters,584,1
12,64.9,Masters,674,1
3,57.4,Masters,519,1
12,94.8,Bachelors,724,1
9,100.0,Bachelors,634,1
4,100.0,Bachelors,321,1
12,83.4,Masters,697,1
6,64.2,Bachelors,614,1
8,58.7,Bachelors,603,1
1,76.2,Bachelors,498,0
4,62.1,PhD,361,1
15,79.4,High School,644,1
10,85.0,Bachelors,660,1
9,82.3,Bachelors,402,1
8,64.3,Bachelors,741,1
11,78.1,Bachelors,727,1
13,74.7,Bachelors,754,1
12,69.0,Bachelors,849,1
2,49.9,Masters,296,0
0,39.2,Masters,316,0
1,64.9,Bachelors,394,0
13,83.6,Masters,662,1
5,54.2,Masters,371,1
15,72.8,Masters,809,1
4,46.8,Bachelors,407,0
0,48.3,Bachelors,302,0
0,78.1,Masters,673,0
10,67.3,Bachelors,592,1
3,71.9,Bachelors,668,0
11,100.0,Bachelors,900,1
14,91.8,Masters,858,1
3,52.0,Bachelors,319,0
14,84.2,Bachelors,620,1
5,70.6,Masters,399,1
5,97.2,Masters,604,1
15,61.5,Bachelors,690,1
9,92.2,Bachelors,695,1
13,61.1,Masters,770,1
5,75.2,High School,445,0
0,55.1,Masters,351,0
9,100.0,Masters,591,1
8,83.6,Bachelors,574,1
10,86.1,Bachelors,745,1
6,50.9,High School,452,0
6,100.0,Masters,562,1
10,100.0,Bachelors,776,1
6,99.7,Bachelors,392,1
1,44.5,Bachelors,549,0
1,56.7,Bachelors,423,0
5,49.7,Bachelors,413,0
6,60.4,Bachelors,257,0
2,69.5,Masters,379,0
12,92.4,Bachelors,621,1
3,71.5,Bachelors,406,0
13,61.4,Masters,790,1
11,82.7,Masters,659,1
2,73.0,Masters,530,0
6,83.7,Bachelors,530,0
6,75.9,Bachelors,463,1
3,74.6,Masters,752,0
12,81.7,Masters,527,1
6,77.3,Masters,411,1
4,100.0,Masters,322,0
0,71.1,High School,410,0
9,84.7,Masters,598,1
3,78.2,Masters,448,1
6,66.1,High School,289,0
12,82.6,Bachelors,566,1
15,100.0,Bachelors,810,1
15,78.5,Bachelors,801,1
14,83.6,Bachelors,846,1
1,42.7,Masters,593,0
1,74.9,Masters,452,0
0,81.0,PhD,370,1
1,68.5,Bachelors,305,1
9,72.0,Bachelors,435,1
13,86.6,Masters,553,1
7,73.7,Bachelors,379,1
10,89.4,High School,714,1
7,90.8,Masters,397,1
7,50.0,Bachelors,300,1
14,67.8,High School,796,1
15,89.5,High School,764,1
0,44.9,PhD,417,0
0,71.3,Bachelors,150,0
11,75.4,Bachelors,765,1
9,93.6,PhD,588,1
3,64.0,Bachelors,421,0
5,61.5,High School,332,0
7,58.9,Masters,370,1
12,68.8,High School,699,1
1,53.3,High School,301,0
12,83.0,Masters,896,1
15,98.4,Bachelors,776,1
2,55.6,Masters,392,0
5,67.1,Bachelors,218,0
9,98.1,Bachelors,504,1
3,75.8,Bachelors,510,0
11,76.6,High School,802,1
1,37.6,Bachelors,459,0
6,48.9,Bachelors,562,0
3,73.1,Bachelors,404,0
7,86.3,Masters,296,1
7,37.8,High School,664,0
6,80.0,Bachelors,452,1
9,70.8,Masters,812,1
8,67.4,Bachelors,507,1
3,80.6,Masters,265,1
6,84.2,Masters,487,0
9,81.5,PhD,625,1
9,85.8,Bachelors,687,1
14,87.5,PhD,607,1
11,71.4,Masters,732,1
0,80.1,Masters,206,0
3,90.9,PhD,587,1
1,53.6,Masters,383,0
8,69.2,Masters,481,1
15,100.0,Bachelors,802,1
4,58.8,Masters,524,0
2,73.5,Bachelors,198,0
3,48.1,Bachelors,423,0
5,67.0,Masters,542,1
9,97.7,PhD,829,1
0,46.7,Masters,400,0
6,64.4,Masters,700,0
7,80.9,Masters,729,1
6,42.5,Bachelors,335,0
6,70.6,Bachelors,585,1
8,90.9,Bachelors,695,1
12,90.0,High School,657,1
3,66.5,Masters,262,0
13,87.6,Masters,715,1
15,100.0,Bachelors,799,1
6,85.6,High School,441,1
8,72.1,Bachelors,495,1
14,76.1,Bachelors,696,1
4,78.4,Bachelors,591,1
1,76.5,Bachelors,384,0
14,100.0,Bachelors,900,1
4,81.8,PhD,358,1
3,58.2,Bachelors,505,0
7,50.2,Masters,393,0
15,100.0,Masters,900,1
14,100.0,Bachelors,705,1
4,57.7,Masters,391,0
8,80.1,Masters,666,1
8,65.7,High School,622,1
2,58.0,High School,394,0
12,79.2,Masters,773,1
9,85.9,Bachelors,611,1
14,68.5,Bachelors,730,1
5,61.6,Bachelors,534,0
5,80.6,Bachelors,520,1
3,37.6,Masters,354,0
10,85.9,Masters,684,1
12,77.0,Masters,607,1
9,99.7,Bachelors,529,1
2,73.9,PhD,452,0
0,49.4,Masters,421,0
11,100.0,Masters,699,1
6,65.3,High School,632,0
14,87.5,Bachelors,855,1
14,100.0,Masters,835,1
4,56.4,Bachelors,497,0
13,100.0,Masters,516,1
9,87.9,Masters,491,1
14,75.9,Bachelors,900,1
6,66.8,Masters,558,1
0,38.7,Bachelors,374,0
7,79.9,Masters,184,1
2,66.3,PhD,543,0
6,81.7,PhD,489,1
11,57.7,Masters,664,1
2,53.6,Bachelors,354,0
13,72.5,Masters,737,1
2,72.6,Masters,425,0
9,62.0,High School,563,1
8,80.6,Bachelors,692,1
12,77.3,Masters,635,1
1,79.4,High School,512,0
13,91.8,PhD,716,1
3,77.2,Bachelors,407,1
5,65.8,Bachelors,324,1
13,97.3,Bachelors,747,1
2,53.7,Masters,336,0
11,86.4,PhD,736,1
9,68.5,Bachelors,505,1
13,100.0,Masters,900,1
9,61.4,Masters,637,1
6,100.0,Masters,435,1
6,52.6,Masters,618,1
14,96.5,Bachelors,608,1
4,56.2,Bachelors,649,0
2,65.3,Bachelors,475,0
1,52.4,High School,455,0
14,73.0,Bachelors,718,1
14,86.7,Bachelors,634,1
3,61.0,Masters,285,1
13,92.1,Bachelors,734,1
14,74.2,Masters,851,1
12,92.3,Masters,743,1
3,84.0,PhD,446,1
10,79.6,Masters,884,1
7,59.2,PhD,468,1
7,93.0,High School,613,0
12,92.3,Masters,660,1
4,50.2,High School,588,0
12,92.7,Masters,518,1
5,42.4,Bachelors,613,0
7,92.9,Masters,532,1
14,100.0,Bachelors,830,1
0,69.9,Bachelors,203,0
4,54.2,Masters,462,0
3,41.2,PhD,461,0
15,100.0,Bachelors,729,1
3,68.8,PhD,450,0
10,71.6,Bachelors,773,1
1,80.7,Masters,272,0
9,74.1,PhD,574,1
0,68.9,Bachelors,345,0
13,83.9,Bachelors,687,1
14,89.2,Bachelors,689,1
5,91.9,Bachelors,472,0
6,65.9,Masters,471,1
4,60.5,Masters,277,1
15,92.0,PhD,566,1
14,67.5,Bachelors,535,1
7,85.5,Bachelors,548,1
8,85.6,Bachelors,502,1
10,84.9,PhD,708,1
10,59.1,High School,404,1
1,25.8,PhD,423,0
10,65.0,Bachelors,492,1
12,81.8,Masters,636,1
3,35.0,Bachelors,214,0
10,100.0,Masters,655,1
8,83.5,Masters,636,1
4,77.4,Masters,523,1
2,63.0,Masters,365,1
5,78.6,Bachelors,637,1
14,76.5,High School,746,1
2,62.8,Masters,535,1
13,100.0,Bachelors,817,1
4,85.7,Masters,391,0
2,65.1,Masters,378,0
5,97.8,Bachelors,312,1
11,82.0,Masters,645,1
15,83.7,Masters,599,1
9,81.2,Masters,671,1
4,73.8,Masters,487,1
13,65.6,Bachelors,761,1
8,88.3,PhD,501,1
15,100.0,Bachelors,735,1
2,79.5,Masters,330,0
5,77.5,Bachelors,653,1
7,74.2,High School,509,1
6,58.3,Masters,582,0
15,72.6,Bachelors,793,1
5,77.4,PhD,240,1
13,77.1,Bachelors,875,1
14,59.3,High School,616,1
1,49.7,High School,315,0
15,94.3,Bachelors,757,1
14,98.0,Masters,899,1
6,57.0,Bachelors,572,1
7,70.8,Bachelors,506,0
0,59.2,High School,364,0
14,66.5,Bachelors,757,1
8,61.9,Bachelors,562,1
3,67.1,Masters,624,0
7,61.6,Masters,423,1
14,84.3,Masters,524,1
9,100.0,PhD,536,1
6,50.6,Masters,578,1
13,100.0,Bachelors,683,1
12,86.6,Bachelors,683,1
9,64.6,PhD,713,1
6,83.4,Masters,626,1
1,60.1,Bachelors,452,0
15,100.0,Masters,704,1
0,74.9,PhD,323,1
3,70.2,Masters,370,1
11,74.9,Bachelors,796,1
15,100.0,PhD,881,1
15,89.1,PhD,686,1
1,38.5,Bachelors,337,0
7,46.8,Masters,405,0
9,60.7,Masters,681,1
15,95.0,High School,864,1
6,67.8,Masters,675,1
7,59.9,Bachelors,660,1
10,74.7,Masters,572,1
5,87.4,PhD,491,1
0,67.0,Bachelors,313,0
13,85.9,Bachelors,874,1
12,80.0,PhD,813,1
12,83.1,PhD,761,1
11,73.0,High School,468,1
8,67.6,PhD,656,1
5,61.3,High School,559,0
11,65.3,Bachelors,598,1
12,90.7,Masters,900,1
9,86.4,Masters,772,1
0,78.0,Masters,194,0
0,56.9,High School,304,0
15,90.9,Bachelors,830,1
7,66.5,PhD,671,1
5,62.3,High School,583,1
7,51.7,High School,710,0
7,49.7,Masters,615,1
14,85.3,Masters,869,1
10,69.9,Bachelors,589,1
13,92.7,Bachelors,704,1
7,60.8,Masters,246,0
9,100.0,PhD,502,1
14,73.8,High School,545,1
6,72.2,Masters,606,1
6,61.0,Bachelors,637,1
9,90.9,Masters,456,1
3,60.3,Bachelors,262,0
8,62.6,Masters,465,1
11,52.0,Bachelors,595,1
1,68.1,Bachelors,605,0
10,91.0,Masters,334,1
8,78.6,Bachelors,500,1
9,76.0,Masters,570,1
2,56.7,Bachelors,500,0
13,95.2,Bachelors,678,1
12,80.0,Bachelors,877,1
14,100.0,Bachelors,693,1
15,86.0,Bachelors,768,1
1,61.2,Masters,265,0
12,90.8,Masters,556,1
3,88.1,Masters,380,0
4,83.2,Bachelors,363,1
1,58.8,Bachelors,418,0
12,75.9,Bachelors,786,1
14,71.1,Masters,873,1
0,63.4,High School,387,0
9,48.7,Bachelors,765,1
10,98.6,High School,499,1
4,78.1,Bachelors,503,0
8,62.3,Bachelors,885,0
14,99.5,High School,659,1
11,87.7,Bachelors,550,1
11,86.5,Bachelors,651,1
14,85.2,Masters,595,1
4,77.5,Masters,362,1
11,62.0,Masters,722,1
10,78.4,Bachelors,566,1
9,65.3,Bachelors,671,1
8,72.9,Masters,699,1
13,73.2,Bachelors,870,1
12,71.9,Bachelors,620,1
11,100.0,PhD,764,1
9,61.5,PhD,575,1
5,77.4,Masters,547,1
2,52.0,PhD,416,1
3,87.1,Masters,500,1
3,73.7,Masters,542,0
0,36.4,Bachelors,267,0
2,74.0,PhD,319,1
2,54.8,Masters,605,0
12,84.9,Bachelors,746,1
13,63.6,Bachelors,761,1
0,71.5,High School,368,0
12,59.0,PhD,752,1
8,65.1,Masters,683,1
10,61.3,Bachelors,613,1
0,63.2,Bachelors,408,0
8,73.6,PhD,663,1
0,58.5,Masters,251,0
15,77.9,Bachelors,741,1
1,39.0,Bachelors,385,0
1,51.6,High School,558,0
13,59.5,High School,536,1
5,43.8,Masters,594,1
6,78.9,Bachelors,630,1
10,58.9,Bachelors,735,1
0,83.1,Masters,543,0
2,78.3,High School,535,0
1,80.3,PhD,607,0
7,54.5,Bachelors,325,1
8,100.0,High School,616,1
12,46.2,Bachelors,690,1
1,41.8,High School,470,0
1,72.0,Bachelors,442,0
9,86.8,Bachelors,512,1
14,78.4,Masters,887,1
8,61.7,Bachelors,834,0
13,80.3,Bachelors,742,1
3,69.7,PhD,503,1
4,58.5,Bachelors,364,0
12,100.0,Masters,850,1
10,67.2,Bachelors,669,1
8,95.5,Bachelors,596,1
5,73.6,Bachelors,651,0
9,90.8,Bachelors,713,1
11,64.6,PhD,588,1
8,84.4,High School,522,1
8,92.1,Masters,718,1
6,63.3,Masters,567,1
13,91.7,High School,633,1
11,61.1,Masters,604,1
9,68.4,Bachelors,597,1
8,94.8,Masters,476,1
4,66.5,Masters,503,1
15,83.5,Bachelors,900,1
4,86.6,Bachelors,494,0
11,50.2,Bachelors,736,1
7,68.8,Bachelors,577,1
9,70.0,High School,485,1
3,59.0,PhD,557,0
8,94.1,Bachelors,695,1
6,51.3,High School,372,0
6,51.5,High School,411,0
12,44.4,Bachelors,860,1
14,97.7,High School,900,1
2,56.6,Bachelors,489,0
3,54.1,High School,444,0
6,61.8,High School,511,0
10,99.1,Masters,560,1
10,100.0,PhD,600,1
13,57.5,Bachelors,651,1
4,62.3,Masters,461,1
11,58.0,High School,823,0
2,61.9,Masters,386,0
0,51.6,High School,399,0
6,47.5,Masters,582,1
5,76.8,Masters,344,0
9,72.5,Masters,900,1
14,100.0,Masters,675,1
6,73.7,Masters,855,1
14,59.8,Bachelors,606,1
13,96.5,Masters,685,1
1,39.4,Bachelors,219,0
12,58.5,High School,725,1
11,74.7,Bachelors,554,1
3,63.0,Masters,355,0
1,28.7,High School,354,0
7,73.0,Masters,423,1
6,71.9,Masters,362,1
0,55.6,Bachelors,366,0
1,34.2,Bachelors,309,0
1,69.2,PhD,576,0
3,76.5,Masters,391,0
2,41.3,Bachelors,349,0
0,41.4,Bachelors,525,0
11,91.3,Bachelors,783,1
13,100.0,High School,828,1
1,57.0,Bachelors,435,0
15,88.3,PhD,668,1
10,88.0,PhD,569,1
8,97.6,Masters,494,1
12,68.7,Bachelors,660,1
0,50.2,Bachelors,150,0
8,69.6,Masters,532,1
6,52.0,Masters,728,1
1,72.3,Bachelors,461,0
1,67.2,Masters,347,0
4,39.0,Masters,545,0
12,85.1,Masters,808,1
4,90.4,Bachelors,380,0
3,71.4,Masters,517,1
11,99.1,High School,472,1
9,70.8,Masters,614,1
9,90.0,Bachelors,768,1
12,100.0,Bachelors,833,1
11,73.9,High School,790,1
2,55.3,Bachelors,345,0
3,87.5,PhD,560,1
9,83.6,Bachelors,621,1
3,85.3,PhD,247,0
1,65.7,Bachelors,560,1
4,64.3,Bachelors,381,0
14,87.9,Masters,709,1
4,60.2,Bachelors,578,1
4,75.3,Masters,547,0
10,74.8,Bachelors,882,1
14,93.1,Masters,752,1
10,65.6,Bachelors,865,1
9,66.5,Masters,571,1
0,66.3,Bachelors,431,0
5,77.1,Masters,381,1
10,74.8,Masters,512,1
1,80.2,Bachelors,422,0
6,57.2,Bachelors,433,0
3,73.8,Masters,335,0
14,99.9,PhD,659,1
4,66.3,Bachelors,606,1
4,88.2,Masters,489,1
4,89.9,Bachelors,422,1
1,42.2,Bachelors,216,0
4,38.9,PhD,527,1
2,57.9,Masters,406,0
3,52.5,Masters,422,0
12,74.9,Bachelors,732,1
1,86.8,Bachelors,381,0
3,100.0,Masters,405,1
12,74.8,PhD,666,1
8,80.6,Masters,401,1
7,74.5,Bachelors,358,1
12,86.7,Bachelors,667,1
13,62.9,Bachelors,682,1
14,100.0,Masters,660,1
10,91.0,Bachelors,560,1
11,72.3,Bachelors,597,1
2,83.7,Masters,268,1
0,39.6,Masters,417,0
0,35.9,Masters,328,0
5,79.0,PhD,482,1
2,68.0,Bachelors,466,0
3,64.8,Masters,154,0
0,77.9,Masters,509,0
7,69.1,PhD,515,1
0,75.6,Bachelors,348,0
4,77.3,Bachelors,244,0
5,99.2,Masters,441,1
14,66.4,PhD,860,1
1,56.0,Masters,368,0
6,59.7,Masters,507,1
15,99.2,Bachelors,669,1
6,96.8,Masters,545,1
15,85.7,Masters,787,1
0,70.2,Masters,423,0
3,88.9,Masters,515,0
11,79.9,High School,801,1
12,95.8,Masters,699,1
15,57.8,Bachelors,900,1
3,94.5,PhD,398,1
4,64.8,Masters,444,1
0,100.0,Masters,417,1
0,52.2,PhD,510,1
6,72.1,High School,511,1
8,85.9,Bachelors,626,1
0,23.7,Masters,296,0
15,100.0,Bachelors,770,1
1,70.6,Bachelors,541,0
5,48.8,Masters,477,0
14,94.8,Masters,868,1
14,91.0,Bachelors,540,1
5,65.5,Bachelors,526,0
1,46.1,High School,208,0
8,76.2,Masters,636,1
3,76.4,Bachelors,287,0
12,97.6,Masters,699,1
6,73.4,Masters,486,1
5,66.4,High School,689,1
10,75.6,Bachelors,705,1
12,70.7,Masters,686,1
10,76.6,Bachelors,724,1
2,50.5,Bachelors,431,0
7,64.1,PhD,778,1
6,33.2,Bachelors,340,0
8,67.4,Bachelors,585,1
15,100.0,Masters,891,1
2,79.8,Bachelors,605,1
0,59.7,High School,373,0
1,40.1,Bachelors,396,0
11,84.7,PhD,473,1
10,67.7,PhD,749,1
14,100.0,Bachelors,807,1
11,77.4,Masters,755,1
0,50.1,Bachelors,628,0
10,95.1,Masters,608,1
4,64.9,Bachelors,353,0
15,99.1,High School,647,1
14,72.4,Masters,888,1
9,76.8,Bachelors,684,1
13,91.1,Bachelors,651,1
1,24.0,Masters,284,0
15,81.0,Masters,848,1
2,56.0,Masters,180,0
7,79.8,PhD,654,1
14,80.8,Bachelors,543,1
9,79.9,Bachelors,596,1
13,75.5,High School,700,1
4,82.7,Bachelors,377,1
3,90.7,High School,339,0
15,65.0,Bachelors,900,1
4,61.4,High School,369,1
9,91.8,Bachelors,619,1
5,57.0,Bachelors,603,0
11,83.7,Bachelors,818,1
6,67.6,Masters,253,1
13,68.4,Bachelors,900,1
12,66.2,Bachelors,900,1
8,43.9,PhD,559,1
0,63.7,Masters,239,0
3,67.0,Bachelors,341,0
15,77.0,Masters,900,1
11,79.1,Masters,444,1
11,53.4,High School,805,1
8,77.0,High School,501,1
4,63.2,Masters,255,1
7,83.1,Bachelors,578,1
11,70.2,High School,613,1
0,42.7,Bachelors,249,0
3,55.5,Bachelors,432,0
11,100.0,PhD,900,1
15,100.0,Bachelors,802,1
15,64.9,Bachelors,717,1
13,100.0,Masters,665,1
11,62.9,Bachelors,857,0
8,65.9,Masters,574,1
12,84.6,Bachelors,597,1
0,64.8,Bachelors,445,0
0,50.3,Masters,357,0
3,72.7,Bachelors,532,1
13,100.0,Bachelors,845,1
2,79.9,PhD,166,0
6,55.0,Bachelors,635,1
10,70.8,Bachelors,575,1
2,74.6,Bachelors,334,1
0,76.3,High School,223,0
11,60.4,Bachelors,738,1
15,87.5,High School,642,1
14,96.5,Bachelors,771,1
10,56.6,Bachelors,745,1
